"","date","area_name","area_code","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"715","2020-03-25","Westminster","E09000033",-94,-62,-77,-88,-80,34
"716","2020-03-26","Westminster","E09000033",-94,-64,-78,-90,-82,36
"717","2020-03-27","Westminster","E09000033",-95,-65,-82,-90,-81,37
"718","2020-03-28","Westminster","E09000033",-96,-69,-89,-92,-67,NA
"719","2020-03-29","Westminster","E09000033",-96,-69,-90,-92,-69,NA
"720","2020-03-30","Westminster","E09000033",-94,-67,-84,-90,-82,35
"721","2020-03-31","Westminster","E09000033",-94,-66,-81,-91,-83,35
"722","2020-04-01","Westminster","E09000033",-95,-68,-83,-91,-83,36
"723","2020-04-02","Westminster","E09000033",-95,-68,-81,-91,-84,37
"724","2020-04-03","Westminster","E09000033",-95,-66,-81,-91,-82,38
"725","2020-04-04","Westminster","E09000033",-96,-66,-80,-92,-66,NA
"726","2020-04-05","Westminster","E09000033",-95,-63,-76,-92,-66,NA
"727","2020-04-06","Westminster","E09000033",-94,-65,-79,-91,-83,35
"728","2020-04-07","Westminster","E09000033",-95,-64,-74,-91,-83,35
"729","2020-04-08","Westminster","E09000033",-95,-66,-78,-91,-83,35
"730","2020-04-09","Westminster","E09000033",-95,-62,-75,-91,-82,35
"731","2020-04-10","Westminster","E09000033",-96,-68,-76,-94,-87,38
"732","2020-04-11","Westminster","E09000033",-96,-65,-80,-93,-67,NA
"733","2020-04-12","Westminster","E09000033",-97,-72,-79,-93,-67,NA
"734","2020-04-13","Westminster","E09000033",-96,-72,-79,-95,-89,37
"735","2020-04-14","Westminster","E09000033",-95,-64,-76,-91,-82,34
"736","2020-04-15","Westminster","E09000033",-95,-65,-75,-91,-81,35
"737","2020-04-16","Westminster","E09000033",-95,-65,-77,-91,-82,36
"738","2020-04-17","Westminster","E09000033",-96,-66,-85,-91,-81,37
"739","2020-04-18","Westminster","E09000033",-97,-66,-85,-93,-63,NA
"740","2020-04-19","Westminster","E09000033",-95,-62,-69,-92,-62,NA
"741","2020-04-20","Westminster","E09000033",-94,-63,-70,-90,-80,34
"742","2020-04-21","Westminster","E09000033",-94,-63,-70,-90,-81,34
"743","2020-04-22","Westminster","E09000033",-95,-63,-70,-91,-80,34
"744","2020-04-23","Westminster","E09000033",-95,-61,-69,-91,-80,34
"745","2020-04-24","Westminster","E09000033",-95,-62,-74,-90,-80,35
"746","2020-04-25","Westminster","E09000033",-96,-64,-75,-92,-62,22
"747","2020-04-26","Westminster","E09000033",-95,-60,-68,-91,-61,NA
"748","2020-04-27","Westminster","E09000033",-94,-62,-73,-89,-80,33
"749","2020-04-28","Westminster","E09000033",-95,-70,-86,-91,-81,36
"750","2020-04-29","Westminster","E09000033",-95,-64,-80,-90,-81,34
"751","2020-04-30","Westminster","E09000033",-95,-65,-82,-91,-81,36
"752","2020-05-01","Westminster","E09000033",-95,-62,-80,-90,-79,35
"753","2020-05-02","Westminster","E09000033",-96,-61,-73,-91,-60,21
"754","2020-05-03","Westminster","E09000033",-95,-62,-76,-91,-60,NA
"755","2020-05-04","Westminster","E09000033",-93,-60,-67,-89,-79,33
"756","2020-05-05","Westminster","E09000033",-94,-60,-68,-89,-80,33
"757","2020-05-06","Westminster","E09000033",-94,-61,-64,-89,-79,32
"758","2020-05-07","Westminster","E09000033",-94,-58,-63,-89,-79,32
"759","2020-05-08","Westminster","E09000033",-95,-63,-56,-92,-85,35
"760","2020-05-09","Westminster","E09000033",-95,-59,-60,-90,-58,19
"761","2020-05-10","Westminster","E09000033",-95,-63,-80,-91,-63,NA
"762","2020-05-11","Westminster","E09000033",-93,-61,-73,-88,-79,33
"763","2020-05-12","Westminster","E09000033",-94,-60,-65,-88,-79,32
"764","2020-05-13","Westminster","E09000033",-94,-61,-73,-88,-79,33
"765","2020-05-14","Westminster","E09000033",-94,-60,-67,-88,-78,33
"766","2020-05-15","Westminster","E09000033",-94,-58,-64,-87,-77,33
"767","2020-05-16","Westminster","E09000033",-95,-59,-65,-89,-57,19
"768","2020-05-17","Westminster","E09000033",-93,-55,-50,-87,-56,NA
"769","2020-05-18","Westminster","E09000033",-92,-55,-49,-85,-76,31
"770","2020-05-19","Westminster","E09000033",-92,-56,-43,-86,-77,30
"771","2020-05-20","Westminster","E09000033",-93,-54,-39,-86,-76,29
"772","2020-05-21","Westminster","E09000033",-93,-56,-49,-87,-77,31
"773","2020-05-22","Westminster","E09000033",-93,-54,-60,-86,-75,31
"774","2020-05-23","Westminster","E09000033",-95,-58,-69,-88,-54,19
"775","2020-05-24","Westminster","E09000033",-92,-52,-43,-86,-52,13
"776","2020-05-25","Westminster","E09000033",-92,-56,13,-88,-84,27
"777","2020-05-26","Westminster","E09000033",-91,-53,-40,-85,-75,29
"778","2020-05-27","Westminster","E09000033",-92,-55,-46,-85,-75,29
"779","2020-05-28","Westminster","E09000033",-92,-54,-43,-85,-74,29
"780","2020-05-29","Westminster","E09000033",-93,-53,-46,-84,-72,29
"781","2020-05-30","Westminster","E09000033",-93,-50,-35,-84,-44,14
"782","2020-05-31","Westminster","E09000033",-91,-47,-26,-83,-44,12
"783","2020-06-01","Westminster","E09000033",-90,-50,-35,-83,-72,28
"784","2020-06-02","Westminster","E09000033",-91,-50,-32,-83,-72,27
"785","2020-06-03","Westminster","E09000033",-91,-54,-40,-82,-73,30
"786","2020-06-04","Westminster","E09000033",-92,-55,-62,-85,-73,30
"787","2020-06-05","Westminster","E09000033",-92,-54,-65,-84,-71,30
"788","2020-06-06","Westminster","E09000033",-93,-56,-65,-82,-45,18
"789","2020-06-07","Westminster","E09000033",-91,-48,-50,-81,-45,14
"790","2020-06-08","Westminster","E09000033",-90,-50,-49,-82,-72,28
"791","2020-06-09","Westminster","E09000033",-90,-51,-42,-82,-71,28
"792","2020-06-10","Westminster","E09000033",-91,-56,-70,-84,-72,30
"793","2020-06-11","Westminster","E09000033",-91,-54,-62,-84,-71,30
"794","2020-06-12","Westminster","E09000033",-91,-52,-62,-82,-69,29
"795","2020-06-13","Westminster","E09000033",-92,-47,-34,-80,-33,12
"796","2020-06-14","Westminster","E09000033",-90,-46,-32,-81,-34,10
"797","2020-06-15","Westminster","E09000033",-83,-46,-30,-78,-69,25
"798","2020-06-16","Westminster","E09000033",-85,-46,-36,-80,-69,27
"799","2020-06-17","Westminster","E09000033",-87,-52,-54,-80,-69,28
"800","2020-06-18","Westminster","E09000033",-88,-51,-54,-81,-70,28
"801","2020-06-19","Westminster","E09000033",-88,-48,-53,-79,-68,27
"802","2020-06-20","Westminster","E09000033",-87,-44,-30,-76,-29,11
"803","2020-06-21","Westminster","E09000033",-86,-49,-45,-79,-29,10
"804","2020-06-22","Westminster","E09000033",-83,-44,-17,-77,-68,24
"805","2020-06-23","Westminster","E09000033",-85,-42,-10,-77,-68,24
"806","2020-06-24","Westminster","E09000033",-86,-43,-14,-78,-67,23
"807","2020-06-25","Westminster","E09000033",-86,-44,-14,-77,-67,24
"808","2020-06-26","Westminster","E09000033",-87,-44,-29,-76,-66,25
"809","2020-06-27","Westminster","E09000033",-88,-49,-56,-77,-34,14
"810","2020-06-28","Westminster","E09000033",-85,-48,-42,-77,-29,11
"811","2020-06-29","Westminster","E09000033",-83,-46,-39,-77,-67,25
"812","2020-06-30","Westminster","E09000033",-83,-48,-51,-78,-67,26
"813","2020-07-01","Westminster","E09000033",-83,-48,-49,-78,-66,25
"814","2020-07-02","Westminster","E09000033",-83,-49,-53,-78,-67,26
"815","2020-07-03","Westminster","E09000033",-83,-44,-42,-75,-64,24
"816","2020-07-04","Westminster","E09000033",-79,-45,-55,-73,-25,10
"817","2020-07-05","Westminster","E09000033",-75,-40,-33,-71,-22,7
"818","2020-07-06","Westminster","E09000033",-75,-44,-35,-73,-66,22
"819","2020-07-07","Westminster","E09000033",-77,-47,-38,-74,-67,24
"820","2020-07-08","Westminster","E09000033",-79,-48,-56,-76,-65,24
"821","2020-07-09","Westminster","E09000033",-79,-47,-54,-75,-66,24
"822","2020-07-10","Westminster","E09000033",-78,-43,-42,-72,-63,21
"823","2020-07-11","Westminster","E09000033",-77,-41,-35,-69,-22,8
"824","2020-07-12","Westminster","E09000033",-74,-39,-24,-69,-23,5
"825","2020-07-13","Westminster","E09000033",-74,-41,-25,-71,-65,21
"826","2020-07-14","Westminster","E09000033",-75,-44,-34,-73,-66,22
"827","2020-07-15","Westminster","E09000033",-75,-47,-43,-74,-64,21
"828","2020-07-16","Westminster","E09000033",-75,-44,-35,-73,-64,22
"829","2020-07-17","Westminster","E09000033",-75,-40,-22,-69,-61,19
"830","2020-07-18","Westminster","E09000033",-74,-41,-27,-66,-20,6
"831","2020-07-19","Westminster","E09000033",-73,-46,-50,-70,-18,7
"832","2020-07-20","Westminster","E09000033",-70,-39,-14,-70,-63,20
"833","2020-07-21","Westminster","E09000033",-72,-42,-20,-71,-63,21
"834","2020-07-22","Westminster","E09000033",-73,-43,-26,-71,-64,20
"835","2020-07-23","Westminster","E09000033",-73,-44,-31,-72,-64,21
"836","2020-07-24","Westminster","E09000033",-74,-43,-32,-69,-62,20
"837","2020-07-25","Westminster","E09000033",-75,-49,-63,-68,-23,9
"838","2020-07-26","Westminster","E09000033",-70,-44,-43,-65,-19,5
"839","2020-07-27","Westminster","E09000033",-72,-46,-44,-70,-66,21
"840","2020-07-28","Westminster","E09000033",-70,-44,-24,-70,-65,21
"841","2020-07-29","Westminster","E09000033",-71,-43,-21,-70,-63,19
"842","2020-07-30","Westminster","E09000033",-71,-42,-14,-70,-64,19
"843","2020-07-31","Westminster","E09000033",-73,-43,-21,-67,-63,16
"844","2020-08-01","Westminster","E09000033",-72,-41,-33,-63,-18,5
"845","2020-08-02","Westminster","E09000033",-69,-41,-29,-63,-18,3
"846","2020-08-03","Westminster","E09000033",-66,-42,-21,-67,-65,18
"847","2020-08-04","Westminster","E09000033",-66,-41,-18,-69,-65,19
"848","2020-08-05","Westminster","E09000033",-64,-43,-21,-69,-64,19
"849","2020-08-06","Westminster","E09000033",-70,-42,-23,-69,-64,19
"850","2020-08-07","Westminster","E09000033",-72,-42,-27,-67,-63,17
"851","2020-08-08","Westminster","E09000033",-72,-40,-33,-63,-18,4
"852","2020-08-09","Westminster","E09000033",-69,-39,-31,-64,-15,3
"853","2020-08-10","Westminster","E09000033",-63,-39,-18,-65,-65,18
"854","2020-08-11","Westminster","E09000033",-63,-39,-21,-67,-65,18
"855","2020-08-12","Westminster","E09000033",-65,-42,-30,-68,-64,18
"856","2020-08-13","Westminster","E09000033",-71,-45,-40,-69,-65,20
"857","2020-08-14","Westminster","E09000033",-71,-47,-49,-66,-63,19
"858","2020-08-15","Westminster","E09000033",-69,-48,-54,-63,-20,7
"859","2020-08-16","Westminster","E09000033",-67,-45,-46,-64,-20,5
"860","2020-08-17","Westminster","E09000033",-59,-44,-33,-64,-65,18
"861","2020-08-18","Westminster","E09000033",-59,-44,-24,-66,-64,18
"862","2020-08-19","Westminster","E09000033",-64,-51,-55,-67,-65,20
"863","2020-08-20","Westminster","E09000033",-66,-42,-18,-67,-64,17
"864","2020-08-21","Westminster","E09000033",-68,-44,-41,-65,-63,18
"865","2020-08-22","Westminster","E09000033",-66,-44,-39,-60,-22,5
"866","2020-08-23","Westminster","E09000033",-64,-43,-39,-60,NA,4
"867","2020-08-24","Westminster","E09000033",-54,-43,-29,-63,-64,18
"868","2020-08-25","Westminster","E09000033",-57,-46,-43,-64,-65,19
"869","2020-08-26","Westminster","E09000033",-54,-41,-24,-62,-63,16
"870","2020-08-27","Westminster","E09000033",-66,-48,-45,-66,-65,20
"871","2020-08-28","Westminster","E09000033",-66,-44,-49,-63,-64,17
"872","2020-08-29","Westminster","E09000033",-64,-44,-50,-56,-27,6
"873","2020-08-30","Westminster","E09000033",-54,-39,-32,-52,NA,3
"874","2020-08-31","Westminster","E09000033",-48,-47,-7,-64,-77,16
"875","2020-09-01","Westminster","E09000033",-62,-40,-22,-63,-66,17
"876","2020-09-02","Westminster","E09000033",-64,-43,-37,-65,-65,18
"877","2020-09-03","Westminster","E09000033",-65,-44,-40,-65,-65,18
"878","2020-09-04","Westminster","E09000033",-65,-42,-42,-61,-62,16
"879","2020-09-05","Westminster","E09000033",-61,-41,-36,-56,-26,5
"880","2020-09-06","Westminster","E09000033",-59,-41,-35,-59,NA,3
"881","2020-09-07","Westminster","E09000033",-61,-39,-32,-62,-65,16
"882","2020-09-08","Westminster","E09000033",-61,-41,-25,-63,-65,16
"883","2020-09-09","Westminster","E09000033",-62,-41,-34,-63,-64,16
"884","2020-09-10","Westminster","E09000033",-62,-40,-23,-62,-64,16
"885","2020-09-11","Westminster","E09000033",-64,-41,-38,-60,-62,15
"886","2020-09-12","Westminster","E09000033",-61,-39,-32,-55,-26,5
"887","2020-09-13","Westminster","E09000033",-57,-38,-18,-53,-25,2
"888","2020-09-14","Westminster","E09000033",-60,-35,-10,-60,-60,15
"889","2020-09-15","Westminster","E09000033",-60,-39,-15,-60,-60,15
"890","2020-09-16","Westminster","E09000033",-62,-40,-27,-62,-60,15
"891","2020-09-17","Westminster","E09000033",-62,-41,-28,-62,-60,16
"892","2020-09-18","Westminster","E09000033",-63,-41,-35,-60,-58,15
"893","2020-09-19","Westminster","E09000033",-59,-38,-28,-54,-27,4
"894","2020-09-20","Westminster","E09000033",-57,-39,-24,-55,-25,2
"895","2020-09-21","Westminster","E09000033",-59,-38,-21,-61,-61,16
"896","2020-09-22","Westminster","E09000033",-59,-41,-23,-61,-61,16
"897","2020-09-23","Westminster","E09000033",-63,-45,-51,-64,-60,18
"898","2020-09-24","Westminster","E09000033",-64,-45,-47,-64,-61,18
"899","2020-09-25","Westminster","E09000033",-64,-43,-51,-60,-58,17
"900","2020-09-26","Westminster","E09000033",-59,-40,-47,-55,-24,7
"901","2020-09-27","Westminster","E09000033",-59,-45,-57,-59,-28,6
"902","2020-09-28","Westminster","E09000033",-60,-40,-33,-63,-60,16
"903","2020-09-29","Westminster","E09000033",-61,-43,-40,-63,-59,18
"904","2020-09-30","Westminster","E09000033",-63,-44,-54,-64,-59,17
"905","2020-10-01","Westminster","E09000033",-63,-41,-43,-65,-57,17
"906","2020-10-02","Westminster","E09000033",-69,-44,-69,-63,-57,19
"907","2020-10-03","Westminster","E09000033",-62,-37,-64,-58,-25,8
"908","2020-10-04","Westminster","E09000033",-64,-47,-77,-63,-29,8
"909","2020-10-05","Westminster","E09000033",-63,-35,-44,-64,-59,18
"910","2020-10-06","Westminster","E09000033",-62,-37,-47,-63,-58,18
"911","2020-10-07","Westminster","E09000033",-62,-36,-44,-64,-56,16
"912","2020-10-08","Westminster","E09000033",-64,-40,-51,-65,-57,18
"913","2020-10-09","Westminster","E09000033",-65,-37,-55,-61,-55,17
"914","2020-10-10","Westminster","E09000033",-58,-33,-51,-57,-19,7
"915","2020-10-11","Westminster","E09000033",-54,-33,-39,-57,-23,5
"916","2020-10-12","Westminster","E09000033",-64,-39,-53,-65,-59,18
"917","2020-10-13","Westminster","E09000033",-65,-42,-57,-65,-58,18
"918","2020-10-14","Westminster","E09000033",-63,-37,-51,-64,-56,18
"919","2020-10-15","Westminster","E09000033",-63,-38,-50,-63,-56,18
"920","2020-10-16","Westminster","E09000033",-63,-36,-50,-59,-54,16
"921","2020-10-17","Westminster","E09000033",-63,-35,-52,-61,-22,8
"922","2020-10-18","Westminster","E09000033",-60,-37,-48,-62,-24,7
"923","2020-10-19","Westminster","E09000033",-64,-36,-41,-65,-59,18
"924","2020-10-20","Westminster","E09000033",-65,-38,-41,-65,-58,19
"925","2020-10-21","Westminster","E09000033",-69,-42,-62,-67,-58,20
"926","2020-10-22","Westminster","E09000033",-65,-37,-43,-66,-57,19
"927","2020-10-23","Westminster","E09000033",-66,-35,-52,-64,-56,18
"928","2020-10-24","Westminster","E09000033",-64,-36,-58,-60,-22,9
"929","2020-10-25","Westminster","E09000033",-56,-32,-48,-61,-22,6
"930","2020-10-26","Westminster","E09000033",-59,-32,-34,-64,-62,19
"931","2020-10-27","Westminster","E09000033",-63,-41,-56,-65,-62,20
"932","2020-10-28","Westminster","E09000033",-62,-38,-47,-66,-59,19
"933","2020-10-29","Westminster","E09000033",-65,-42,-56,-66,-61,20
"934","2020-10-30","Westminster","E09000033",-63,-35,-48,-62,-59,19
"935","2020-10-31","Westminster","E09000033",-63,-37,-63,-60,-21,9
"936","2020-11-01","Westminster","E09000033",-54,-33,-59,-58,-23,6
"937","2020-11-02","Westminster","E09000033",-57,-32,-48,-62,-56,17
"938","2020-11-03","Westminster","E09000033",-53,-33,-49,-60,-55,16
"939","2020-11-04","Westminster","E09000033",-50,-28,-41,-58,-54,14
"940","2020-11-05","Westminster","E09000033",-86,-49,-59,-75,-63,25
"941","2020-11-06","Westminster","E09000033",-88,-48,-66,-77,-63,26
"942","2020-11-07","Westminster","E09000033",-89,-50,-56,-80,-41,15
"943","2020-11-08","Westminster","E09000033",-87,-51,-58,-80,-45,13
"944","2020-11-09","Westminster","E09000033",-84,-47,-54,-75,-64,24
"945","2020-11-10","Westminster","E09000033",-86,-46,-52,-75,-65,24
"946","2020-11-11","Westminster","E09000033",-87,-46,-58,-76,-64,25
"947","2020-11-12","Westminster","E09000033",-87,-46,-52,-75,-64,25
"948","2020-11-13","Westminster","E09000033",-89,-45,-61,-75,-63,25
"949","2020-11-14","Westminster","E09000033",-92,-54,-79,-81,-45,17
"950","2020-11-15","Westminster","E09000033",-87,-48,-63,-78,-46,13
"951","2020-11-16","Westminster","E09000033",-86,-45,-55,-74,-64,24
"952","2020-11-17","Westminster","E09000033",-86,-45,-55,-74,-64,24
"953","2020-11-18","Westminster","E09000033",-87,-46,-58,-75,-63,24
"954","2020-11-19","Westminster","E09000033",-87,-47,-62,-75,-64,25
"955","2020-11-20","Westminster","E09000033",-89,-45,-70,-75,-62,25
"956","2020-11-21","Westminster","E09000033",-87,-45,-59,-74,-41,15
"957","2020-11-22","Westminster","E09000033",-83,-41,-45,-75,-44,12
"958","2020-11-23","Westminster","E09000033",-85,-43,-53,-73,-64,24
"959","2020-11-24","Westminster","E09000033",-85,-45,-52,-73,-63,24
"960","2020-11-25","Westminster","E09000033",-85,-50,-61,-74,-62,25
"961","2020-11-26","Westminster","E09000033",-85,-49,-54,-74,-62,24
"962","2020-11-27","Westminster","E09000033",-85,-49,-62,-74,-61,25
"963","2020-11-28","Westminster","E09000033",-83,-47,-52,-72,-40,15
"964","2020-11-29","Westminster","E09000033",-80,-47,-55,-74,-42,12
"965","2020-11-30","Westminster","E09000033",-81,-47,-56,-73,-62,23
"966","2020-12-01","Westminster","E09000033",-81,-44,-50,-71,-60,23
"967","2020-12-02","Westminster","E09000033",-69,-31,-55,-67,-55,19
"968","2020-12-03","Westminster","E09000033",-71,-38,-62,-65,-56,20
"969","2020-12-04","Westminster","E09000033",-66,-26,-57,-61,-53,19
"970","2020-12-05","Westminster","E09000033",-52,-5,-40,-47,-23,7
"971","2020-12-06","Westminster","E09000033",-50,-17,-45,-53,-24,7
"972","2020-12-07","Westminster","E09000033",-63,-26,-50,-63,-58,18
"973","2020-12-08","Westminster","E09000033",-64,-29,-51,-62,-57,19
"974","2020-12-09","Westminster","E09000033",-64,-27,-53,-63,-55,19
"975","2020-12-10","Westminster","E09000033",-64,-27,-47,-62,-57,19
"976","2020-12-11","Westminster","E09000033",-62,-20,-47,-58,-55,18
"977","2020-12-12","Westminster","E09000033",-51,-5,-40,-47,-23,8
"978","2020-12-13","Westminster","E09000033",-54,-21,-59,-55,-24,8
